Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,Cost Category,Primary Cuisine,Normalized Rating
17092257,BellaBrava,216,tampa bay,"204 Beach Drive Northeast, St Petersburg, FL 33701",downtown st petersburg,"american, italian, seafood",25,Dollar($),No,No,2,4.1,921,low,american,4.346938775510203
17092799,Ceviche Tapas Bar & Restaurant,216,tampa bay,"10 Beach Dr, St Petersburg, FL 33701",downtown st petersburg,"spanish, tapas",25,Dollar($),No,No,2,4.1,986,low,spanish,4.346938775510203
17095222,The Moon Under Water,216,tampa bay,"332 Beach Dr NE, St Petersburg, FL 33701",downtown st petersburg,"british, bar food, sandwich",25,Dollar($),No,No,2,4.1,1020,low,british,4.346938775510203
17092293,Bern's Steak House,216,tampa bay,"1208 S Howard Ave, Tampa, FL 33606",hyde park,"american, desserts, steak",70,Dollar($),No,No,4,4.7,3157,low,american,4.836734693877551
17102241,Boca Kitchen Bar Market,216,tampa bay,"901 W. Platt St., Tampa, FL 33606",hyde park,breakfast,40,Dollar($),No,No,3,3.9,665,low,breakfast,4.183673469387754
17102579,Edison: Food+Drink Lab,216,tampa bay,"912 W Kennedy Blvd, Tampa, FL 33606",hyde park,international,70,Dollar($),No,No,4,3.9,373,low,international,4.183673469387754
17092801,Ceviche Tapas Bar & Restaurant,216,tampa bay,"2500 W Azeele St, Tampa, FL 33609",hyde park,"breakfast, spanish, tapas",25,Dollar($),No,No,2,4.4,1007,low,breakfast,4.591836734693878
17093273,Daily Eats,216,tampa bay,"901 S Howard Avenue, Tampa, FL 33606",hyde park,"american, burger",25,Dollar($),No,No,2,4.4,803,low,american,4.591836734693878
17096198,Salt Rock Grill,216,tampa bay,"19325 Gulf Blvd, Indian Shores, FL 33785",indian rocks/indian shores,"american, seafood, steak",40,Dollar($),No,No,3,4.2,1363,low,american,4.428571428571429
17095098,Mazzaro's Italian Market,216,tampa bay,"2909 22nd Ave N, St Petersburg, FL 33713",kenwood,"italian, deli",10,Dollar($),No,No,1,4.9,1424,low,italian,5.0
17093135,Conch Republic Grill,216,tampa bay,"16699 Gulf Blvd, North Redington Beach, FL 33708",madeira beach/redington beach,"sandwich, seafood, steak",40,Dollar($),No,No,3,4.5,844,low,sandwich,4.673469387755102
17095236,Mr. Dunderbak's Biergarten and Marketplatz,216,tampa bay,"14929 Bruce B Downs Blvd, Tampa, FL 33612",new tampa,"european, german",40,Dollar($),No,No,3,4.9,1413,low,european,5.0
17095979,Red Mesa Restaurant,216,tampa bay,"4912 4th St N, St Petersburg, FL 33703",northeast st petersburg,"breakfast, mexican",40,Dollar($),No,No,3,4.5,1203,low,breakfast,4.673469387755102
17099856,Datz,216,tampa bay,"2616 S Macdill Avenue, Tampa, FL 33629",palma ceia,"desserts, bar food",40,Dollar($),No,No,3,4.7,3074,low,desserts,4.836734693877551
17100307,Ella's Americana Folk Art Cafe,216,tampa bay,"5119 N Nebraska Ave, Tampa, FL 33603",seminole heights,"international, italian, southern",40,Dollar($),No,No,3,4.8,1715,low,international,4.9183673469387745
17093600,Taco Bus,216,tampa bay,"913 E Hillsborough Ave, Tampa, FL 33604",seminole heights,"mexican, vegetarian",10,Dollar($),No,No,1,4.5,1868,low,mexican,4.673469387755102
17100547,The Refinery,216,tampa bay,"5137 N. Florida Ave., Tampa, FL 33603",seminole heights,"seafood, steak",40,Dollar($),No,No,3,4.0,875,low,seafood,4.26530612244898
17093124,Columbia Restaurant,216,tampa bay,"2117 E 7th Ave, Tampa, FL 33605",ybor city,"cuban, spanish",40,Dollar($),No,No,3,4.4,1746,low,cuban,4.591836734693878
16608059,1918 Bistro & Grill,14,tanunda,"94 Murray St, Tanunda, SA",tanunda,"modern australian, australian",30,Dollar($),No,No,3,4.4,339,low,modern australian,4.591836734693878
16605194,Pig and Whistle,14,trentham east,"Pearsons Rd, Trentham East, VIC",trentham east,australian,20,Dollar($),No,No,2,4.1,87,low,australian,4.346938775510203
17678243,Buffalo Wild Wings,216,valdosta,"1553 Baytree Rd., Valdosta, GA 31602",valdosta,bar food,25,Dollar($),No,No,2,3.4,98,low,bar food,3.775510204081632
17678043,El Toreo Mexican Restaurant,216,valdosta,"1713 Gornto Rd, Valdosta, GA 31601",valdosta,mexican,25,Dollar($),No,No,2,3.1,83,low,mexican,3.530612244897959
17677978,306 North Restaurant,216,valdosta,"306 N Patterson St, Valdosta, GA 31601",valdosta,"seafood, southern",40,Dollar($),No,No,3,3.9,231,low,seafood,4.183673469387754
17677988,Austins Cattle Co,216,valdosta,"2101 W Hill Ave, Valdosta, GA 31601",valdosta,"burger, seafood, steak",40,Dollar($),No,No,3,3.7,216,low,burger,4.020408163265306
17678231,Beijing Cafe,216,valdosta,"1715 C Norman Drive, Valdosta, GA 31601",valdosta,"asian, chinese, thai",35,Dollar($),No,No,3,3.8,185,low,asian,4.1020408163265305
17677990,Bleu Cafe,216,valdosta,"125 N Patterson St, Valdosta, GA 31601",valdosta,"pizza, sandwich",25,Dollar($),No,No,2,3.7,185,low,pizza,4.020408163265306
17677991,Bleu Pub,216,valdosta,"116 W Hill Ave, Valdosta, GA 31601",valdosta,"burger, bar food, vegetarian",10,Dollar($),No,No,1,3.8,281,low,burger,4.1020408163265305
17678307,Bubba Jax Crab Shack,216,valdosta,"1700 W Hill Ave, Valdosta, GA 31601",valdosta,"fast food, seafood",40,Dollar($),No,No,3,3.7,137,low,fast food,4.020408163265306
17678276,Cheddar's Scratch Kitchen,216,valdosta,"270 Norman Drive, Valdosta, GA 31601",valdosta,american,25,Dollar($),No,No,2,3.7,209,low,american,4.020408163265306
17678283,El Cazador,216,valdosta,"1600 N. Ashley St., Valdosta, GA 31602",valdosta,mexican,10,Dollar($),No,No,1,3.7,168,low,mexican,4.020408163265306
17678222,Friends Grille and Bar,216,valdosta,"3338-B Country Club Rd, GA 31605",valdosta,"american, southern",25,Dollar($),No,No,2,3.9,243,low,american,4.183673469387754
17678055,Giulios Greek & Italian Restaurant,216,valdosta,"105 E Ann St, Valdosta, GA 31601",valdosta,"greek, italian",40,Dollar($),No,No,3,3.8,221,low,greek,4.1020408163265305
17678326,La Jalisco Supermercato,216,valdosta,"1300 N. Ashley St., Valdosta, GA 31601",valdosta,mexican,10,Dollar($),No,No,1,3.5,46,low,mexican,3.8571428571428568
17678229,Masato Japanese,216,valdosta,"1337 Baytree Rd, Valdosta, GA 31602",valdosta,"japanese, sushi",25,Dollar($),No,No,2,3.9,262,low,japanese,4.183673469387754
17678097,Mom & Dad's Italian Restaurant,216,valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",valdosta,italian,25,Dollar($),No,No,2,3.7,183,low,italian,4.020408163265306
17678216,Mori's Japanese Steakhouse & Sushi Bar,216,valdosta,"1709 Norman Dr, Valdosta, GA 31601",valdosta,"japanese, steak, sushi",70,Dollar($),No,No,4,3.5,208,low,japanese,3.8571428571428568
17678233,Passage 2 India,216,valdosta,"2910 N Ashley St Ste E, Valdosta, GA 31602",valdosta,"indian, middle eastern",25,Dollar($),No,No,2,3.8,245,low,indian,4.1020408163265305
17678148,Rodeo Mexican Restaurant,216,valdosta,"2801 N Ashley St, Valdosta, GA 31602",valdosta,mexican,25,Dollar($),No,No,2,3.8,199,low,mexican,4.1020408163265305
17678291,Steel Magnolias,216,valdosta,"132 N. Patterson St, Valdosta, GA 31601",valdosta,southern,40,Dollar($),No,No,3,3.8,225,low,southern,4.1020408163265305
17678218,Smok'n Pig B-B-Q,216,valdosta,"4228 N Valdosta Rd, Valdosta, GA 31602",valdosta,bbq,25,Dollar($),No,No,2,4.1,575,low,bbq,4.346938775510203
17558738,Blue House Cafe,216,vernonia,"919 Bridge St, Vernonia, OR 97064",vernonia,"coffee and tea, mediterranean",10,Dollar($),No,No,1,4.3,88,low,coffee and tea,4.5102040816326525
16608209,Anchorage Cafe Restaurant Wine Bar,14,victor harbor,"21 Flinders Parade, Victor Harbor, SA",victor harbor,"coffee and tea, tapas, australian",20,Dollar($),No,No,2,3.6,96,low,coffee and tea,3.9387755102040813
16654702,Lake House Restaurant,37,vineland station,"3100 N Service Rd, Vineland Station, ON L0R2E0",vineland station,"italian, mediterranean, pizza",70,Dollar($),No,No,4,4.3,204,low,italian,4.5102040816326525
17697444,Masala Grill & Coffee House,216,waterloo,"911 W 23rd St, Cedar Falls, IA 50613",cedar falls,"indian, middle eastern",10,Dollar($),No,No,1,3.2,18,low,indian,3.6122448979591835
17696871,Brown Bottle The Cedar Falls,216,waterloo,"1111 Center St, Cedar Falls, IA 50613",cedar falls,"italian, pizza, vegetarian",25,Dollar($),No,No,2,3.7,134,low,italian,4.020408163265306
17696891,Four Queens Dairy Cream,216,waterloo,"1310 W 1st St, Cedar Falls, IA 50613",cedar falls,desserts,10,Dollar($),No,No,1,3.9,190,low,desserts,4.183673469387754
17696901,Hong Kong Chinese Restaurant,216,waterloo,"6306 University Ave, Cedar Falls, IA 50613",cedar falls,chinese,10,Dollar($),No,No,1,3.8,136,low,chinese,4.1020408163265305
17697384,HuHot Mongolian Grill,216,waterloo,"6301 University Ave, Cedar Falls, IA 50613",cedar falls,"asian, chinese",25,Dollar($),No,No,2,3.7,113,low,asian,4.020408163265306
17697417,J's Homestyle Cooking,216,waterloo,"1724 West 31st Street, Cedar Falls, IA 50613",cedar falls,"american, breakfast",10,Dollar($),No,No,1,3.6,69,low,american,3.9387755102040813
17696918,Montage,216,waterloo,"222 Main St, Cedar Falls, IA 50613",cedar falls,"american, italian, seafood",40,Dollar($),No,No,3,3.6,89,low,american,3.9387755102040813
17696920,Mulligan's Brick Oven Grill,216,waterloo,"205 E 18th St, Cedar Falls, IA 50613",cedar falls,"burger, pizza, sandwich",25,Dollar($),No,No,2,3.6,80,low,burger,3.9387755102040813
17697398,Sakura,216,waterloo,"5719 university avenue, Cedar Falls, IA 50613",cedar falls,"japanese, sushi",40,Dollar($),No,No,3,3.8,175,low,japanese,4.1020408163265305
17697406,Scratch,216,waterloo,"315 Main St, Cedar Falls, IA 50613",cedar falls,"coffee and tea, desserts, beverages",10,Dollar($),No,No,1,3.7,136,low,coffee and tea,4.020408163265306
17696941,SOHO Sushi Bar & Deli,216,waterloo,"119 Main St, Cedar Falls, IA 50613",cedar falls,"sandwich, sushi, tapas",25,Dollar($),No,No,2,3.6,114,low,sandwich,3.9387755102040813
17696955,Texas Roadhouse,216,waterloo,"5715 University Ave, Cedar Falls, IA 50613",cedar falls,"american, bbq, steak",25,Dollar($),No,No,2,3.6,93,low,american,3.9387755102040813
17696957,Tony's La Pizzeria,216,waterloo,"407 Main St, Cedar Falls, IA 50613",cedar falls,"pizza, sandwich",25,Dollar($),No,No,2,3.6,89,low,pizza,3.9387755102040813
17697418,Chapala,216,waterloo,"900 La Porte Road, Waterloo, IA 50702",waterloo,mexican,25,Dollar($),No,No,2,3.6,69,low,mexican,3.9387755102040813
17697386,Galleria de Paco,216,waterloo,"622 Commercial Street, Waterloo, IA 50701",waterloo,american,40,Dollar($),No,No,3,3.6,86,low,american,3.9387755102040813
17697224,Golden China,216,waterloo,"106 Brookridge Dr, IA 50702",waterloo,chinese,10,Dollar($),No,No,1,3.7,73,low,chinese,4.020408163265306
17697304,Rudy's Tacos,216,waterloo,"2401 Falls Avenue, IA 50701",waterloo,mexican,25,Dollar($),No,No,2,3.6,104,low,mexican,3.9387755102040813
17697389,The Screaming Eagle,216,waterloo,"228 E 4th St., Waterloo, IA 50703",waterloo,"american, bar food",10,Dollar($),No,No,1,3.7,101,low,american,4.020408163265306
17697424,The Thai Bowl,216,waterloo,"624 Sycamore Street, Waterloo, IA 50703",waterloo,thai,10,Dollar($),No,No,1,3.5,58,low,thai,3.8571428571428568
17697332,Tokyo Japanese Steak House,216,waterloo,"1931 Sears Street, Waterloo, IA 50702",waterloo,"japanese, steak, sushi",25,Dollar($),No,No,2,3.9,156,low,japanese,4.183673469387754
17694056,Theo Yianni's Authentic Greek Restaurant,216,weirton,"322 American Way, Weirton, WV 26062",weirton,"burger, greek, sandwich",25,Dollar($),No,No,2,3.9,156,low,burger,4.183673469387754
17559793,Fishpatrick's Crabby Cafe,216,winchester bay,"196 Bayfront Loop, Winchester Bay, OR 97467",winchester bay,"burger, seafood, steak",25,Dollar($),No,No,2,3.2,16,low,burger,3.6122448979591835
16668008,Arigato Sushi,37,yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",yorkton,asian,25,Dollar($),No,No,2,3.3,26,low,asian,3.6938775510204076
18212135,Denny's,214,abu dhabi,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","abu dhabi mall, tourist club area  (al zahiyah)",american,190,Emirati Diram(AED),No,No,4,4.6,207,low,american,4.755102040816325
5704255,Famous Dave's Barbecue,214,abu dhabi,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","abu dhabi mall, tourist club area  (al zahiyah)",american,260,Emirati Diram(AED),No,Yes,4,4.6,376,low,american,4.755102040816325
5701978,Pizza Di Rocco,214,abu dhabi,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",al dhafrah,"italian, pizza",150,Emirati Diram(AED),Yes,Yes,3,4.4,471,low,italian,4.591836734693878
5701729,Sofra Istanbul,214,abu dhabi,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",al dhafrah,"turkish, arabian, middle eastern",70,Emirati Diram(AED),No,No,2,4.3,224,low,turkish,4.5102040816326525
5704168,Salt,214,abu dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",al mushrif,"fast food, burger",100,Emirati Diram(AED),No,No,3,4.2,228,low,fast food,4.428571428571429
18277098,Genghis Grill,214,abu dhabi,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi","al wahda mall, al wahda",asian,180,Emirati Diram(AED),No,No,4,4.6,81,low,asian,4.755102040816325
5701446,Olive Garden,214,abu dhabi,"Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi","al wahda mall, al wahda","italian, pizza",230,Emirati Diram(AED),No,No,4,4.1,422,low,italian,4.346938775510203
5700052,Cho Gao - Crowne Plaza Abu Dhabi,214,abu dhabi,"Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi","crowne plaza abu dhabi, al markaziya","thai, japanese, chinese, indonesian, vietnamese",350,Emirati Diram(AED),Yes,Yes,4,4.4,246,medium,thai,4.591836734693878
5702418,Gazebo,214,abu dhabi,"Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi","dalma mall, mussafah sanaiya","indian, north indian, mughlai, biryani",120,Emirati Diram(AED),Yes,Yes,3,4.0,355,low,indian,4.26530612244898
5700386,Sangeetha Vegetarian Restaurant,214,abu dhabi,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",madinat zayed,"indian, south indian",60,Emirati Diram(AED),No,Yes,2,3.6,268,low,indian,3.9387755102040813
5704202,Hot Palayok,214,abu dhabi,"Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi","madinat zayed shopping centre, madinat zayed","filipino, japanese, asian",100,Emirati Diram(AED),No,Yes,3,4.5,162,low,filipino,4.673469387755102
5701052,Applebee's,214,abu dhabi,"Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi","mushrif mall, al mushrif","american, mexican, seafood",250,Emirati Diram(AED),No,Yes,4,4.0,205,low,american,4.26530612244898
5704118,Tikka Tonight,214,abu dhabi,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",mussafah sanaiya,"pakistani, afghani, indian, hyderabadi",50,Emirati Diram(AED),No,Yes,2,4.0,277,low,pakistani,4.26530612244898
5701548,Bait El Khetyar,214,abu dhabi,"Al Najda Street, Najda, Abu Dhabi",najda,"lebanese, arabian, middle eastern",70,Emirati Diram(AED),No,Yes,2,4.0,380,low,lebanese,4.26530612244898
18235425,Indian By Nature,214,abu dhabi,"Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",najda,indian,80,Emirati Diram(AED),Yes,Yes,3,4.3,180,low,indian,4.5102040816326525
5702615,Via Delhi,214,abu dhabi,"Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",najda,"indian, north indian, chinese",100,Emirati Diram(AED),No,Yes,3,4.0,525,low,indian,4.26530612244898
5703500,Punjab Grill,214,abu dhabi,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","venetian village, al maqtaa","indian, north indian",330,Emirati Diram(AED),Yes,No,4,4.9,216,medium,indian,5.0
18253896,Tamba,214,abu dhabi,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","world trade center mall, al markaziya",indian,500,Emirati Diram(AED),Yes,No,4,4.7,201,medium,indian,4.836734693877551
5701917,P.F. Chang's,214,abu dhabi,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","world trade center mall, al markaziya",chinese,250,Emirati Diram(AED),No,No,4,4.2,435,low,chinese,4.428571428571429
5702574,The Cheesecake Factory,214,abu dhabi,"Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi","yas mall, yas island","american, desserts",200,Emirati Diram(AED),No,No,4,4.6,586,low,american,4.755102040816325
202321,The Farm,214,dubai,"Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",al barari,"mediterranean, italian, thai, european",280,Emirati Diram(AED),Yes,No,3,3.9,927,low,mediterranean,4.183673469387754
206488,Maharaja Bhog,214,dubai,"Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",al karama,"indian, rajasthani",90,Emirati Diram(AED),Yes,Yes,2,4.1,1448,low,indian,4.346938775510203
209654,Rasoi Ghar,214,dubai,"Zainal Mohebi Plaza, Sheikh Khalifa Bin Zayed Road, Opposite Centrepoint, Al Karama, Dubai",al karama,indian,90,Emirati Diram(AED),Yes,Yes,2,4.3,1281,low,indian,4.5102040816326525
18340881,Barbeque Nation,214,dubai,"G1, Villa, Near HQ Fitness, Near Lulu Mall, Barsha 2, Dubai",barsha 2,"indian, north indian",150,Emirati Diram(AED),Yes,No,3,4.5,307,low,indian,4.673469387755102
18233284,Farzi Cafe,214,dubai,"CITY WALK, Al Safa & Al Wasl Road Intersection, Al Safa, Dubai","city walk, al safa","international, indian",200,Emirati Diram(AED),Yes,No,3,4.5,909,low,international,4.673469387755102
18269368,AB's Absolute Barbecues,214,dubai,"Mezzanaine Floor, Centurion Star Tower, Deira City Centre Area, Dubai",deira city centre area,"continental, indian",160,Emirati Diram(AED),Yes,No,3,4.9,641,low,continental,5.0
18254160,Carnival By Tresind,214,dubai,"Podium Level, Burj Daman, DIFC, Dubai",difc,indian,500,Emirati Diram(AED),Yes,No,4,4.9,322,medium,indian,5.0
208939,AB's Absolute Barbecues,214,dubai,"Shop G05, Sidra Tower, Near GEMS Wellington School, Exit 36, Sheikh Zayed Road, Dubai Media City, Dubai",dubai media city,"indian, continental",160,Emirati Diram(AED),Yes,No,3,4.8,2510,low,indian,4.9183673469387745
201531,Hard Rock Cafe,214,dubai,"Next to Marks & Spencer's, Festival City, Dubai",festival city,"american, burger",300,Emirati Diram(AED),No,No,4,4.5,1388,medium,american,4.673469387755102
208965,The Coffee Club,214,dubai,"Wasl Vita, Opposite Civil Defence Station, Near Emirates NBD, Al Wasl Road, Jumeirah 1, Dubai",jumeirah 1,cafe,140,Emirati Diram(AED),No,Yes,3,4.5,403,low,cafe,4.673469387755102
208778,SALT,214,dubai,"Kite Beach, Street 2D, Umm Suqeim, Dubai","kite beach, umm suqeim","fast food, burger",100,Emirati Diram(AED),No,No,3,4.3,1351,low,fast food,4.5102040816326525
209703,Din Tai Fung,214,dubai,"Level 2 Expansion, Mall of the Emirates, Barsha 1, Dubai","mall of the emirates, barsha 1","asian, chinese",160,Emirati Diram(AED),No,No,3,4.3,661,low,asian,4.5102040816326525
18381837,SpiceKlub,214,dubai,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool, Dubai",mankhool,"indian, north indian, street food",150,Emirati Diram(AED),Yes,No,3,4.4,281,low,indian,4.591836734693878
208850,Tresind - Nassima Royal Hotel,214,dubai,"Level 2, Nassima Royal Hotel, Sheikh Zayad Road, Trade Centre Area, Dubai","nassima royal hotel, trade centre area",indian,500,Emirati Diram(AED),Yes,No,4,4.9,1352,medium,indian,5.0
210134,Grand Barbeque Buffet Restaurant,214,dubai,"Al Mina Road, Next to Ibis Styles Jumeirah Hotel, Satwa, Dubai",satwa,"indian, asian",150,Emirati Diram(AED),Yes,Yes,3,4.4,552,low,indian,4.591836734693878
201044,Red Lobster,214,dubai,"Near the Fountain, Lower Ground Level, The Dubai Mall, Downtown Dubai, Dubai","the dubai mall,downtown dubai","seafood, american",285,Emirati Diram(AED),No,No,3,3.2,506,low,seafood,3.6122448979591835
201340,The Cheesecake Factory,214,dubai,"Ground Level, Near Aquarium, The Dubai Mall, Downtown Dubai, Dubai","the dubai mall,downtown dubai","american, desserts",270,Emirati Diram(AED),No,No,3,4.7,2424,low,american,4.836734693877551
18289126,Parker's,214,dubai,"The Dubai Mall, Downtown Dubai, Dubai","the dubai mall,downtown dubai","cafe, burger",170,Emirati Diram(AED),No,No,3,4.3,386,low,cafe,4.5102040816326525
202507,Applebee's,214,dubai,"Sheikh Issa Tower, Sheikh Zayed Road, Trade Centre Area, Dubai",trade centre area,"american, mexican, burger",250,Emirati Diram(AED),No,Yes,3,3.7,500,low,american,4.020408163265306
210139,Grub Shack,214,dubai,"Building 41, Next to Dubai Healthcare City Metro Station, Dubai Healthcare City, Umm Hurair, Dubai",umm hurair,"goan, chinese, indian, north indian",130,Emirati Diram(AED),Yes,Yes,3,4.3,544,low,goan,4.5102040816326525
5600424,Kamat,214,sharjah,"Opposite HSBC, Near Emax, King Faisal Street, Abu Shagara, Sharjah",abu shagara,"indian, north indian, south indian, chinese",85,Emirati Diram(AED),No,Yes,3,3.9,285,low,indian,4.183673469387754
5602751,Vadakkan Pepper,214,sharjah,"Near New City Center Supermarket, Abu Shagara, Sharjah",abu shagara,south indian,70,Emirati Diram(AED),No,Yes,3,3.8,210,low,south indian,4.1020408163265305
5600457,Gazebo,214,sharjah,"Opposite Safeer Market, Near E max, King Faisal Street, Abu Shagara, Sharjah",abu shagara,"indian, mughlai, south indian, biryani",120,Emirati Diram(AED),No,Yes,4,4.1,372,low,indian,4.346938775510203
5600642,Katis Restaurant,214,sharjah,"Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",al khan,"indian, north indian, chinese",65,Emirati Diram(AED),No,No,3,4.3,316,low,indian,4.5102040816326525
18268134,Zaroob,214,sharjah,"Al Buhaira Corniche Street, Al Majaz Water Front, Al Majaz, Sharjah",al majaz,lebanese,110,Emirati Diram(AED),No,Yes,4,3.9,69,low,lebanese,4.183673469387754
18376208,Derby,214,sharjah,"Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",al majaz,"fast food, american",40,Emirati Diram(AED),No,No,2,4.1,33,low,fast food,4.346938775510203
5600959,Nayaab Haandi,214,sharjah,"Near Etisalat Business Center, Opposite ADNOC Petrol Station, Al Khan Street, Al Majaz 2, Al Majaz, Sharjah",al majaz,"pakistani, indian",100,Emirati Diram(AED),No,Yes,4,4.1,449,low,pakistani,4.346938775510203
5600103,Najmat Lahore Restaurant,214,sharjah,"Near Sharjah Animal Market, Al Mina Road, Al Mareija, Sharjah",al mareija,"pakistani, indian, mughlai",80,Emirati Diram(AED),No,Yes,3,4.2,504,low,pakistani,4.428571428571429
5602586,Saffron,214,sharjah,"Mina Road, Opposite Bird Market, Al Mareija, Sharjah",al mareija,"pakistani, chinese, indian, afghani",90,Emirati Diram(AED),No,Yes,3,4.1,192,low,pakistani,4.346938775510203
5600961,Pizza Hut,214,sharjah,"Next to Safeer Mall, Al Nahda, Sharjah",al nahda,"fast food, pizza",80,Emirati Diram(AED),No,No,3,2.4,154,low,fast food,2.9591836734693873
5600960,Al Mukhtar Bakery,214,sharjah,"Near Safeer Mall, Al Nahda, Sharjah",al nahda,"bakery, arabian, middle eastern",50,Emirati Diram(AED),No,No,2,4.2,142,low,bakery,4.428571428571429
5601340,Aroos Damascus,214,sharjah,"Opposite Emirates NBD, Near First Gulf Bank, King Abdul Aziz Street, Al Nud, Sharjah",al nud,"arabian, middle eastern",60,Emirati Diram(AED),No,No,3,4.2,444,low,arabian,4.428571428571429
5600701,Nando's,214,sharjah,"Ground level, Block D, Qanat Al Qasba, Al Khan, Sharjah","al qasba, al khan","african, portuguese",160,Emirati Diram(AED),No,Yes,4,4.2,265,low,african,4.428571428571429
5601404,Peking Chinese Restaurant,214,sharjah,"Opposite Spinneys Roundabout, Estiqlal Square, Halwan Suburb, Sharjah",halwan suburb,"chinese, thai",130,Emirati Diram(AED),No,Yes,4,3.8,227,low,chinese,4.1020408163265305
5600556,TGI Friday's,214,sharjah,"Majaz Waterfront, Buhairah Corniche, Al Majaz 3, Al Majaz, Sharjah","majaz waterfront, al majaz 3","american, mexican",250,Emirati Diram(AED),No,Yes,4,3.9,357,low,american,4.183673469387754
5602055,Rajasthan Al Malaki,214,sharjah,"Behind DPS Sharjah Primary School, Muwailih Commercial, Sharjah",muwailih commercial,"indian, north indian",60,Emirati Diram(AED),No,No,3,4.8,459,low,indian,4.9183673469387745
5601521,Applebee's,214,sharjah,"Opposite Jumbo Electronics, Level 2, Sahara Centre, Al Nahda, Sharjah","sahara centre, al nahda","american, mexican, burger",250,Emirati Diram(AED),No,Yes,4,4.1,197,low,american,4.346938775510203
5602377,Paper Fig,214,sharjah,"Near Dubai Islamic Bank, Muweilah, University City, Sharjah",university city,"cafe, bakery, desserts",150,Emirati Diram(AED),No,No,4,4.5,143,low,cafe,4.673469387755102
5602884,Sis Burger,214,sharjah,"Behind ADNOC Petrol Station,Univercity City Road, University City, Sharjah",university city,"fast food, burger",50,Emirati Diram(AED),No,No,2,3.8,12,low,fast food,4.1020408163265305
5602942,Crafted Blends,214,sharjah,"Next To Super Bonanza Hyper Market, Opposite Defence Camp, University City, Sharjah",university city,cafe,110,Emirati Diram(AED),No,No,4,4.2,43,low,cafe,4.428571428571429
3400025,Jahanpanah,1,agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",agra cantt,"north indian, mughlai",850,Indian Rupees(Rs.),No,No,3,3.9,140,high,north indian,4.183673469387754
3400341,Rangrezz Restaurant,1,agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",agra cantt,"north indian, mughlai",700,Indian Rupees(Rs.),No,No,2,3.5,71,high,north indian,3.8571428571428568
3400005,Time2Eat - Mama Chicken,1,agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",agra cantt,north indian,500,Indian Rupees(Rs.),No,No,2,3.6,94,medium,north indian,3.9387755102040813
3400021,Chokho Jeeman Marwari Jain Bhojanalya,1,agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",civil lines,rajasthani,400,Indian Rupees(Rs.),No,No,2,4.0,87,medium,rajasthani,4.26530612244898
3400017,Pinch Of Spice,1,agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",civil lines,"north indian, chinese, mughlai",1000,Indian Rupees(Rs.),No,No,3,4.2,177,high,north indian,4.428571428571429
3400325,MoMo Cafe,1,agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra","courtyard by marriott agra, tajganj","north indian, european",2000,Indian Rupees(Rs.),No,No,4,4.0,45,high,north indian,4.26530612244898
